class,class_name,dataset,width,height,brightness,contrast,sharpness,r_mean,g_mean,b_mean,r_std,g_std,b_std
0,Normal,ODIR,512,512,87.7947006225586,67.928222449466,472.51253882805753,108.14236068725586,89.8253288269043,23.918476104736328,73.67651296256264,73.14452689475677,36.251320900513285
0,Normal,ODIR,512,512,34.339778900146484,26.42679377748752,52.116100264000124,60.102928161621094,25.67931365966797,11.357597351074219,44.04391796685093,21.100126277140173,11.994864017836122
0,Normal,ODIR,512,512,65.13223266601562,45.99311197734836,171.02395970741054,87.29299926757812,60.82618713378906,29.080860137939453,60.369976942424024,43.79523803354296,23.551653564427387
0,Normal,ODIR,512,512,81.91059112548828,46.6856899266957,149.87610217298788,116.98063278198242,72.6856689453125,37.2797966003418,66.78694755223286,41.659803583590175,22.290476019878074
0,Normal,ODIR,512,512,68.25938034057617,40.07096711110239,108.50653500620683,126.93597030639648,49.06449508666992,13.306896209716797,72.03416893758245,30.650581766402134,10.197189290303088
0,Normal,ODIR,512,512,32.12088394165039,24.018814525077683,378.8091476354166,56.73651123046875,24.51128387451172,6.711498260498047,37.929197722267396,20.760215599827582,12.042774243967932
0,Normal,ODIR,512,512,68.6324577331543,46.530508417767365,134.99667140653764,99.16962051391602,59.62605667114258,34.82122802734375,63.75449863564439,42.47792783606486,25.442133003510456
0,Normal,ODIR,512,512,81.02371597290039,51.81250822972494,285.0679786018445,113.93141174316406,72.7232780456543,37.339046478271484,67.77216910464128,49.430247909442436,31.326457912805413
0,Normal,ODIR,512,512,38.57142639160156,24.69725818105516,72.89793022313097,55.5267448425293,35.152496337890625,11.586673736572266,35.15666224215274,22.85100107870679,10.33275463522991
0,Normal,ODIR,512,512,65.68379974365234,44.8482979374215,103.43675798700133,92.85791397094727,58.242061614990234,32.6546516418457,58.09980804627256,42.47003620909733,25.487380421984287
0,Normal,ODIR,512,512,89.37993240356445,51.26172652173435,243.2344854533294,130.70830535888672,76.07264709472656,49.447139739990234,75.53427834560237,43.777952605459944,27.960437584713404
0,Normal,ODIR,512,512,121.61002349853516,71.15209720178039,456.42417022393784,171.5921974182129,111.63671493530273,41.8734130859375,96.49245711343158,68.49469275062869,25.493658686502634
0,Normal,ODIR,512,512,37.228424072265625,24.019647818353235,61.97232424444519,62.03910827636719,29.90912628173828,9.84332275390625,40.222060419263016,19.408671520105056,8.850155498657623
0,Normal,ODIR,512,512,78.37126541137695,47.31591855452173,234.3161759566865,138.43252563476562,57.05192947387695,30.610736846923828,81.68313767973545,38.552708009637584,25.73512989931696
0,Normal,ODIR,512,512,94.30160522460938,48.12094693184146,460.8464576924307,95.03262710571289,96.04789733886719,83.40457153320312,44.9557922204363,56.568575018828675,57.336784343406414
0,Normal,ODIR,512,512,61.50944900512695,37.969692822958386,69.22070079669356,94.41640853881836,51.38474655151367,27.255855560302734,56.76991743404341,32.38338416966805,19.753449393419007
0,Normal,ODIR,512,512,68.37947082519531,42.34210475572487,68.07742297783261,114.58100891113281,53.3288688659668,24.66269302368164,69.57046826989979,34.01645928939567,17.157533280673203
0,Normal,ODIR,512,512,61.60820770263672,31.128627739128095,109.12261141743511,82.03235244750977,53.637996673583984,49.14912414550781,36.85018492585719,29.739381319698488,29.305672015119892
0,Normal,ODIR,512,512,115.4294319152832,55.07613279589786,591.3015544588998,140.7455177307129,111.78615951538086,67.65730667114258,72.87653932161622,52.172923783070104,30.660823571527864
0,Normal,ODIR,512,512,53.36201095581055,43.730226877711544,51.054124233996845,77.86066055297852,43.67915344238281,38.924442291259766,58.259379253047214,39.206622420574966,32.9067311151421
0,Normal,ODIR,512,512,49.15732192993164,32.83037813301128,125.05257964062912,82.70959854125977,37.80809020996094,19.598346710205078,58.821755328045086,26.498932396042782,14.943524732813769
0,Normal,ODIR,512,512,84.19468688964844,47.81079529199944,222.44902800023556,106.4524917602539,79.50794219970703,49.751190185546875,60.78274339212823,45.20094639388008,28.253515759251325
0,Normal,ODIR,512,512,59.260826110839844,33.76622400774728,146.45584530377528,92.38639068603516,48.589866638183594,27.291690826416016,51.94044343018802,28.174459476362507,16.638127341185413
0,Normal,ODIR,512,512,77.52951431274414,47.30499125946622,337.2678527829703,98.93510437011719,78.06876754760742,18.5704345703125,57.404483774076894,48.95336451622832,22.90229890237627
0,Normal,ODIR,512,512,56.92320251464844,34.33395587157506,181.2796940645203,76.12018966674805,52.77849578857422,27.87720489501953,48.406879110531335,32.05220411559124,18.866940954325617
0,Normal,ODIR,512,512,75.48740005493164,45.64152676441589,183.9343039453379,113.82825469970703,64.59359359741211,30.89630889892578,66.34548672453464,40.60917602730266,20.933326370663462
0,Normal,ODIR,512,512,115.05170440673828,68.60679713566566,347.89806253503775,157.52214431762695,101.51234436035156,73.28311538696289,92.12493866362755,62.252068360483186,43.10262228940173
0,Normal,ODIR,512,512,69.89030456542969,42.46725133807168,100.75254617362225,108.5386734008789,57.389503479003906,32.767765045166016,64.34741330728663,36.241478035755016,21.52163094025035
0,Normal,ODIR,512,512,114.10018157958984,65.87477812558059,358.6847835149965,152.11125946044922,104.26914596557617,64.86408996582031,87.02217645941933,60.98074022408701,37.21638261120741
0,Normal,ODIR,512,512,71.3656005859375,43.820082802628725,123.95355381979607,90.63215637207031,67.15525817871094,42.448429107666016,59.54442449694861,40.66127394753055,25.871424833467657
0,Normal,ODIR,512,512,88.9563217163086,54.1162741548361,535.921004867123,120.99093627929688,81.62337493896484,42.60672378540039,69.68703581554234,52.15237183074409,29.23365249849513
0,Normal,ODIR,512,512,63.18911361694336,38.06170351256512,220.29335018334677,92.18859100341797,54.643798828125,31.03417205810547,55.11442995481289,32.83782140994175,24.60545757872892
0,Normal,ODIR,512,512,75.65256881713867,43.77737956440024,135.83510009849851,112.11653900146484,64.98907470703125,34.81602096557617,64.11024795398312,38.28733792022966,21.311799057441068
0,Normal,ODIR,512,512,73.37696838378906,36.24560741168263,151.57398863449635,91.33487701416016,71.95638656616211,33.46755599975586,42.9369355093345,37.50608411987069,17.21245636488071
0,Normal,ODIR,512,512,66.22455215454102,47.3854148000419,307.31817318772664,98.68091201782227,57.443878173828125,26.227481842041016,64.60906727720712,44.58483619424959,25.220694849613732
0,Normal,ODIR,512,512,87.61633682250977,53.72858872162162,148.85600082411838,117.68804931640625,81.81845474243164,38.486732482910156,72.24547512367617,50.447741789306086,23.31227531881805
0,Normal,ODIR,512,512,65.72632598876953,45.30745535627412,127.99076079850784,89.73641204833984,58.854915618896484,38.09688186645508,61.22172368894436,41.29515706620695,25.839344354233095
0,Normal,ODIR,512,512,103.51226425170898,62.64319918955988,494.18648910276534,124.41468811035156,98.3264045715332,75.28875732421875,74.91724387542095,60.22650607092771,45.05459022573485
0,Normal,ODIR,512,512,40.94076919555664,25.816679411460324,55.32173346191121,73.77577590942383,30.022674560546875,11.07611083984375,47.0987485153298,19.185879341039165,8.117844805341685
0,Normal,ODIR,512,512,77.29793167114258,45.72858141199507,339.6551800644811,111.12222290039062,71.67618560791016,17.461139678955078,64.19276800267562,43.40633343183715,23.017375033071126
0,Normal,ODIR,512,512,57.052791595458984,31.897093437606813,94.9091240841517,82.8779067993164,49.35590362548828,28.84917449951172,46.52383412064202,27.815555080924597,15.865074197907843
0,Normal,ODIR,512,512,71.85144424438477,45.3832523541768,213.04715924378252,98.49293899536133,65.83339309692383,32.86421203613281,59.41311042194624,43.70562474885189,27.90669702881493
0,Normal,ODIR,512,512,60.54600524902344,35.90097611020486,212.7555534803396,73.71548461914062,58.895912170410156,34.427894592285156,43.31281264792921,35.40052784776647,22.34252764695402
0,Normal,ODIR,512,512,38.587501525878906,27.067957718677583,38.647333380169584,44.27175521850586,38.51899719238281,24.362945556640625,32.26959316017233,26.877834677588943,15.279896420926516
0,Normal,ODIR,512,512,81.64363098144531,47.04526920701283,194.51752543308248,110.39031600952148,75.15613174438477,39.56584167480469,63.266374790555446,43.512912749112104,25.694058108601965
0,Normal,ODIR,512,512,102.90713500976562,57.27113735988196,252.47737860673806,131.86756134033203,94.9760513305664,67.75141143798828,73.7204204140672,52.910587956284225,37.69332099245457
0,Normal,ODIR,512,512,94.32569122314453,55.32569929956562,214.65701657485624,126.88117218017578,84.93123626708984,57.25212860107422,73.68330834742358,50.51381118552652,33.62196862902698
0,Normal,ODIR,512,512,88.54881286621094,38.98571992208997,235.48360326221155,118.03330612182617,79.49153900146484,57.73585510253906,51.45440685962888,35.65524759893263,25.679935245515477
0,Normal,ODIR,512,512,110.43024826049805,62.11386722740238,523.4551137042581,134.58889770507812,106.74030685424805,65.99478530883789,75.50765771311595,60.80577013686357,37.02240507170057
0,Normal,ODIR,512,512,113.14557266235352,67.44527804942813,331.61787390708923,140.81986618041992,105.42748641967773,80.20895767211914,83.28859246673285,63.80465723544422,46.539069915021685
0,Normal,ODIR,512,512,68.25938034057617,40.07096711110239,108.50653500620683,126.93597030639648,49.06449508666992,13.306896209716797,72.03416893758245,30.650581766402134,10.197189290303088
0,Normal,ODIR,512,512,70.57349014282227,56.465816257771635,278.8359639586415,72.82418823242188,74.91278839111328,42.30426025390625,54.23829008327456,61.774319393995185,38.47442244019505
0,Normal,ODIR,512,512,91.9500732421875,55.73075639125503,305.65307219057286,118.30595779418945,85.3945083618164,56.48099899291992,69.92209305283946,52.97590790436363,35.30906627365685
0,Normal,ODIR,512,512,106.99656295776367,63.9116563789658,328.17197769087215,145.3851432800293,95.52019882202148,65.29186248779297,85.68728354482248,58.313348109293095,38.68661944697413
0,Normal,ODIR,512,512,79.28651428222656,48.60871588981953,250.26344380504452,118.93185043334961,69.02409362792969,28.053207397460938,68.46229722713655,45.196677971378165,26.417386377271665
0,Normal,ODIR,512,512,72.95951461791992,41.580265663138654,202.55835331346316,109.88611221313477,62.065589904785156,32.150238037109375,64.19433530255604,35.65350583974981,19.900119384824112
0,Normal,ODIR,512,512,108.50822067260742,59.574322427936096,472.21700300216617,142.60190963745117,101.48240661621094,55.18024826049805,78.30429098626917,56.02007052765145,31.40866216792892
0,Normal,ODIR,512,512,49.463111877441406,30.688540519390326,138.90523145369662,70.6649284362793,47.23980712890625,5.320537567138672,44.07079893134832,29.26553654383669,9.111468001556863
0,Normal,ODIR,512,512,46.931636810302734,30.618902844362456,253.74920654151356,49.60349655151367,52.08525466918945,13.395320892333984,34.222550581062706,33.88740169765004,16.539639051690322
0,Normal,ODIR,512,512,74.32955169677734,45.168827743069194,160.13489133071562,101.01558303833008,65.84085083007812,47.95418167114258,60.744365268916546,40.83739691344473,28.861785948305574
0,Normal,ODIR,512,512,35.33989715576172,27.713605537688572,58.24435108801117,62.0516471862793,25.320430755615234,16.841861724853516,41.120725728393,23.91453363946518,16.612470150360753
0,Normal,ODIR,512,512,79.50476455688477,51.49823684078081,186.0238011577021,111.0109634399414,71.50595092773438,37.974910736083984,68.17501189399489,47.93223806362093,29.225583179350302
0,Normal,ODIR,512,512,49.503448486328125,28.225274457015647,126.05278774438193,78.65846252441406,43.171226501464844,5.648948669433594,45.12511241050248,24.715911225926344,6.126125979645157
0,Normal,ODIR,512,512,60.604095458984375,39.185926558164276,74.0858878603758,91.48611450195312,54.60114288330078,10.463863372802734,57.98211675250523,35.98676142980272,9.636142706923671
0,Normal,ODIR,512,512,88.26294708251953,39.83152027083813,301.49493805033853,121.5853042602539,76.97014617919922,58.964664459228516,55.91430859901199,35.14154685834885,29.516259299148132
0,Normal,ODIR,512,512,46.55414962768555,29.51937161293922,122.70982417999767,68.56722640991211,40.77397537231445,18.559467315673828,44.452788834207226,25.833217836618676,12.249817666081146
0,Normal,ODIR,512,512,68.09992218017578,38.0153317209749,219.31770443334244,130.80479049682617,49.04329299926758,1.9826316833496094,73.92124246985917,28.20477385917014,3.467350815149365
0,Normal,ODIR,512,512,47.206260681152344,22.571974985299292,90.20485020206252,64.1058235168457,41.554500579833984,31.91668701171875,28.592519754916395,21.33821799218054,17.071801463185572
0,Normal,ODIR,512,512,54.6796875,25.062746270318254,56.91980467736721,75.260986328125,48.95188522338867,30.084823608398438,38.2205227411881,21.99680965251384,13.856019636792697
0,Normal,ODIR,512,512,55.3692512512207,33.0977066505583,81.63615417829715,83.60297393798828,47.70079803466797,20.73134994506836,52.294295022850655,28.70993503730963,12.649589435395491
0,Normal,ODIR,512,512,106.6732177734375,60.07460217694902,391.63900190911954,138.65680313110352,94.34031677246094,86.20916366577148,77.7659272345992,53.495735057644204,49.256976348901716
0,Normal,ODIR,512,512,48.571807861328125,30.156483026191584,64.03361895678972,82.31280517578125,37.480201721191406,17.167221069335938,50.38818860599469,23.90341167655037,10.976271907505996
0,Normal,ODIR,512,512,60.212032318115234,38.38467462254745,75.2271228506579,98.67105102539062,49.21921920776367,15.871406555175781,59.55191314442769,32.97355986334733,13.983993523703012
0,Normal,ODIR,512,512,83.53271102905273,43.35794389455054,150.15927819814533,102.36161804199219,79.08675003051758,57.07529067993164,47.81840760104435,44.496622888279354,34.02874769010356
0,Normal,ODIR,512,512,82.09104537963867,50.100881734764975,327.65743686757924,113.18091201782227,76.03326034545898,31.64260482788086,70.584458785343,46.25718892918197,21.30780756273726
0,Normal,ODIR,512,512,84.33363723754883,50.19311821693273,218.9443128919229,115.39724349975586,75.96498107910156,45.91393280029297,67.54100289018305,46.062919564117884,28.344864906116968
0,Normal,ODIR,512,512,79.55419921875,47.38313758782606,828.4448463856097,136.11826705932617,63.91926574707031,11.76314926147461,79.50634021467796,39.904623924363165,14.503668376899817
0,Normal,ODIR,512,512,31.837589263916016,25.801978850283,378.5583839383762,37.167457580566406,34.2938232421875,5.280120849609375,29.410190683706432,29.183607642163185,7.95394903163188
0,Normal,ODIR,512,512,28.732128143310547,18.104552292991755,54.452184862457216,51.44972229003906,22.347084045410156,2.1691322326660156,31.75207088293622,15.094770530309075,3.87845687943757
0,Normal,ODIR,512,512,36.03959655761719,30.5686158214289,149.9806155627448,54.30778884887695,31.222976684570312,12.945030212402344,36.92739058831477,32.64858206591428,21.56849846907835
0,Normal,ODIR,512,512,105.42960739135742,59.07217663957618,497.1755446398165,148.73345184326172,94.5733642578125,47.662654876708984,83.88973112893102,53.54476200770756,27.44331277843206
0,Normal,ODIR,512,512,72.26948928833008,52.943708249127575,253.08943180261122,93.4374008178711,67.38389205932617,41.85704040527344,67.00733978001331,50.6316120123974,37.16041588795002
0,Normal,ODIR,512,512,61.62689971923828,42.15151145795098,87.38854338925739,86.25907897949219,53.53583526611328,38.64202880859375,56.282965749426666,38.24278876268537,29.40743967393993
0,Normal,ODIR,512,512,32.95046615600586,29.679604200505118,63.06483265569841,51.591793060302734,27.086688995361328,14.21746826171875,46.01646772027458,24.917388913485418,13.253775662448648
0,Normal,ODIR,512,512,123.76876831054688,74.8341751927476,849.0181815691612,156.28588485717773,117.88843536376953,68.62755584716797,88.82080949692205,73.74648618391605,58.006872322044146
0,Normal,ODIR,512,512,84.83495330810547,52.73853199362789,220.53003680839902,107.35677719116211,79.07588577270508,55.40372848510742,66.10495806809462,49.93620470123859,34.448545281587556
0,Normal,ODIR,512,512,70.19440460205078,45.986295929022155,152.38285435152648,95.76473236083984,62.868995666503906,40.79423904418945,62.84129853336613,42.03797063818391,25.920486382451298
0,Normal,ODIR,512,512,64.55680084228516,36.7831508166942,224.02611309823988,87.1709098815918,59.04961013793945,33.50151443481445,50.46049048234054,33.30431454748788,20.9676376387714
0,Normal,ODIR,512,512,56.866172790527344,49.44749629617886,469.94823865905346,94.19839859008789,46.521610260009766,12.164661407470703,72.30990789774832,45.33705976635332,20.21932236302355
0,Normal,ODIR,512,512,49.628387451171875,30.44065029075916,105.51436126114277,78.27535247802734,41.19584274291992,17.83017349243164,48.703044736155114,25.494293070149187,10.586959867192467
0,Normal,ODIR,512,512,81.40712356567383,54.319784423945784,404.5961849603191,144.48827743530273,60.82822036743164,22.007221221923828,89.33095906976293,45.31666584060392,21.925843651282992
0,Normal,ODIR,512,512,69.93062973022461,44.096002555064196,151.28514861851,100.59009552001953,61.682861328125,31.892417907714844,61.574820003146016,40.34159789118269,21.06293321564312
0,Normal,ODIR,512,512,45.976444244384766,29.180487142292275,202.9259796142578,62.25181579589844,46.08918762207031,2.7987213134765625,41.57576780341655,29.050135637015654,4.607170475280963
0,Normal,ODIR,512,512,34.07221603393555,28.6260840783387,299.7043113201944,60.897254943847656,26.478797912597656,2.8937644958496094,46.650905690479476,25.13055162415621,4.884969229721301
0,Normal,ODIR,512,512,78.6894760131836,48.180533838542026,245.6169621981535,91.72155380249023,73.69084930419922,70.1601333618164,57.0121042341713,45.457549689083216,41.75781697271711
0,Normal,ODIR,512,512,86.51040267944336,50.82708867259388,281.33137887528574,122.13176727294922,77.33407211303711,40.24909210205078,72.53971255259039,45.87494406360265,25.171414961504382
0,Normal,ODIR,512,512,86.40106582641602,47.72669055045537,138.79571741212567,157.49699020385742,62.13145446777344,25.012714385986328,85.44087212863218,36.350277713047475,15.449356606793417
0,Normal,ODIR,512,512,76.9000129699707,46.763407380517705,66.31681559648132,137.37450408935547,56.678443908691406,22.418731689453125,77.98176159580211,37.43639853617521,21.05875013889439
0,Normal,ODIR,512,512,105.1960678100586,62.178325846865135,427.3349761077552,133.89987182617188,97.4815559387207,69.56155395507812,78.03128353231394,58.49713123893978,43.25663409935789
0,Normal,ODIR,512,512,63.92094421386719,43.88890675383629,101.50381452753209,85.54397964477539,57.34548568725586,41.029808044433594,57.49035732714537,40.22617319115132,28.47468534032443
0,Normal,ODIR,512,512,74.32955169677734,45.168827743069194,160.13489133071562,101.01558303833008,65.84085083007812,47.95418167114258,60.744365268916546,40.83739691344473,28.861785948305574
0,Normal,ODIR,512,512,32.20631408691406,20.174068903932277,315.2118606562144,57.53548812866211,24.940452575683594,3.201324462890625,34.24719337346381,17.533812469471915,3.985203508063404
0,Normal,ODIR,512,512,147.74708557128906,81.31970557697998,852.5612631998956,195.60163497924805,138.8882827758789,67.79642486572266,106.28547489371603,78.07746068866143,38.25072024842281
0,Normal,ODIR,512,512,73.15316009521484,44.63616831908674,396.2411185721721,108.8879623413086,63.672183990478516,28.176647186279297,65.88277455886157,39.615988498206434,17.46675450577992
0,Normal,ODIR,512,512,90.00596237182617,42.202749327316944,448.5681248027249,92.23188018798828,90.49409484863281,81.6445541381836,43.78073544276607,45.41668244681563,45.20705682919177
0,Normal,ODIR,512,512,102.73833847045898,47.188255489974125,444.2552243893588,124.2072639465332,96.26448440551758,79.68583297729492,58.45840761357861,49.871075143628254,58.43132758838591
0,Normal,ODIR,512,512,80.4187240600586,54.5578796015667,388.1946702001005,113.45413589477539,71.31877136230469,40.54465866088867,68.07359069687514,53.90011691609374,35.690940527065784
0,Normal,ODIR,512,512,77.09588623046875,45.03983086110904,170.36900449491804,124.97589492797852,62.328800201416016,27.498897552490234,71.2515441909244,37.66639134645781,18.017273528229925
0,Normal,ODIR,512,512,96.10572052001953,54.24740327382855,335.8939177067805,110.62750244140625,95.74184036254883,59.88402557373047,65.24050589752979,56.07588320299883,41.653321589863445
0,Normal,ODIR,512,512,90.05025482177734,47.46017504945447,296.1730094177037,112.40365982055664,87.17600631713867,46.1851806640625,62.80015422682953,48.18941398983596,26.589974201174364
0,Normal,ODIR,512,512,102.32975387573242,59.387676807886926,745.4477728644706,158.8560905456543,92.51868438720703,4.71380615234375,90.52979104397981,55.22229933704268,8.142335817890945
0,Normal,ODIR,512,512,100.37944412231445,60.07277602089019,314.7601242044475,127.66128540039062,93.50800323486328,64.13764572143555,75.13592355568028,56.92260504512277,39.52957708647533
0,Normal,ODIR,512,512,122.3383674621582,71.4438352929288,461.08228293596767,152.3641471862793,113.60182571411133,88.49018478393555,87.20937824638139,67.67866690857609,51.61441769317539
0,Normal,ODIR,512,512,68.912841796875,45.44311096763586,366.4641068870551,118.22137832641602,55.10348892211914,10.726943969726562,72.8925635437197,40.46415760740285,20.710490715935695
0,Normal,ODIR,512,512,100.01673126220703,58.02594369605543,250.85503370477818,130.10351943969727,93.23643493652344,55.96012878417969,75.22212376603912,54.56268994843879,31.94392054366858
0,Normal,ODIR,512,512,79.44088745117188,51.243600436177644,229.13399114120693,109.61502456665039,70.93427658081055,44.03811264038086,67.99285827787618,47.5218313803814,29.586069931107634
0,Normal,ODIR,512,512,61.16648483276367,34.489651723130414,120.06775105661654,95.30607604980469,51.35262680053711,22.12338638305664,53.343641719949765,29.544697312620702,14.210840872521876
0,Normal,ODIR,512,512,54.69269943237305,36.60840643705218,282.16016590199433,80.92944717407227,50.36597442626953,8.156917572021484,55.35416339372948,33.630022384081,15.213241325335812
0,Normal,ODIR,512,512,39.18721008300781,30.722307744837654,109.77939995698398,71.82157516479492,28.76003646850586,7.341548919677734,51.23247528175287,25.440693879745076,12.54346331965504
0,Normal,ODIR,512,512,74.93435287475586,45.8660862249585,307.9952842643834,98.38505935668945,69.5029411315918,41.2590446472168,59.75708127770837,43.15723184306533,24.371627030807872
0,Normal,ODIR,512,512,136.9934959411621,78.69600325304718,471.6579854880547,171.95230102539062,125.67374420166016,103.45600509643555,95.99569393617509,74.38202524159487,59.612444136832835
0,Normal,ODIR,512,512,67.0954818725586,40.966572979159935,185.39952072872256,103.47795486450195,56.66386032104492,25.266101837158203,62.77421475268099,35.557105615903815,17.890840624355775
0,Normal,ODIR,512,512,86.14014434814453,50.855758566615656,199.06167187004758,116.79372024536133,77.3193473815918,51.070804595947266,68.30903828699267,46.1984430271194,30.00964434388466
0,Normal,ODIR,512,512,76.56315612792969,57.288831922221014,442.90635483618826,129.76169967651367,60.39702224731445,20.327606201171875,86.73886631950849,51.44132994753748,25.369809915933665
0,Normal,ODIR,512,512,118.98293685913086,68.18722365386296,461.25796851595805,155.5850372314453,109.22705841064453,73.10982131958008,88.41738450073333,63.30038426688718,41.683748839021085
0,Normal,ODIR,512,512,40.80186462402344,27.148165525881083,62.66044127516216,69.44611740112305,31.421913146972656,13.983924865722656,46.329896649282674,21.37869619454237,11.348224736221452
0,Normal,ODIR,512,512,52.715728759765625,31.3665180128766,73.44793675746769,86.31145477294922,42.362335205078125,17.83969497680664,52.18862482427487,25.087840671849662,11.216180193945032
0,Normal,ODIR,512,512,36.891387939453125,25.879177445322245,289.65334319975227,45.47528076171875,38.61909484863281,5.5508575439453125,32.75336700017161,28.004763733315553,8.965487953268596
0,Normal,ODIR,512,512,45.10099411010742,29.032009295069653,35.17772286942636,82.08307266235352,32.68776321411133,11.980445861816406,51.4751917492872,22.068899473125494,8.51842516082878
0,Normal,ODIR,512,512,61.102760314941406,38.601717247720295,133.48954216028505,94.22611618041992,51.29526901245117,24.715862274169922,57.4562584386726,33.855191357149096,16.888007117448772
